Generation Group variable value sd var SDSt zMean zMean_noC Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
29 home gvNormUnres3 1.29042046114736 1.43357990303573 2.05515133838792 0.91089337854815 1.26108284999266 0.819930197900444 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
30 home gvNormUnres3 1.56051257959072 1.40715436046075 1.9800833941637 0.894102649475349 1.43269876185576 0.991546109763548 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
31 home gvNormUnres3 3.06132499575064 1.53095572621296 2.34382543562426 0.972765752996894 2.38631152486117 1.94515887276896 SU55 ClassGen 0 2.60712727193363 3 1.61466011034324 NA NA NA NA NA NA NA 100_100
32 home gvNormUnres3 2.96817284316742 1.53705291274965 2.36253165659219 0.976639891321715 2.32712286100931 1.8859702089171 SU55 ClassGen 0 2.61875951806684 3 1.61825817410784 NA NA NA NA NA NA NA 100_100
33 home gvNormUnres3 3.47610884162948 1.55779898736343 2.42673768503054 0.989821899493386 2.64986422809013 2.20871157599791 SU55 ClassGen 0 2.61868281295738 3 1.61823447403563 NA NA NA NA NA NA NA 100_100
34 home gvNormUnres3 3.9844612103649 1.66353170276378 2.76733772610016 1.05700422407128 2.97287015588655 2.53171750379434 SU55 ClassGen 0 2.60755721944036 3 1.61479324355794 NA NA NA NA NA NA NA 100_100
35 home gvNormUnres3 4.34964651574937 1.68083346493083 2.82520113683139 1.06799772402326 3.20490806037545 2.76375540828323 SU55 ClassGen 0 2.61072867378434 3 1.61577494527683 NA NA NA NA NA NA NA 100_100
36 home gvNormUnres3 4.84662051361483 1.65590702871914 2.74202808776146 1.05215952369138 3.52068419744854 3.07953154535633 SU55 ClassGen 0 2.6072916884971 3 1.61471102321657 NA NA NA NA NA NA NA 100_100
37 home gvNormUnres3 5.59281352716876 1.634624403238 2.67199693966118 1.03863659233064 3.99481352482391 3.55366087273169 SU55 ClassGen 0 2.58214975933726 3 1.6069068919316 NA NA NA NA NA NA NA 100_100
38 home gvNormUnres3 5.87898523774954 1.63944767632066 2.6877886833932 1.04170128897198 4.17664637260856 3.73549372051634 SU55 ClassGen 0 2.57686296509299 3 1.60526102708967 NA NA NA NA NA NA NA 100_100
39 home gvNormUnres3 6.2799673199508 1.66104986254228 2.75908664585172 1.05542726849343 4.43142946688891 3.9902768147967 SU55 ClassGen 0 2.57304723352944 3 1.60407207865776 NA NA NA NA NA NA NA 100_100
40 home gvNormUnres3 6.87512055099246 1.59909757122985 2.55711304231321 1.01606292485073 4.80958846327928 4.36843581118707 SU55 ClassGen 0 2.55936761177556 3 1.59980236647392 NA NA NA NA NA NA NA 100_100
41 home gvNormUnres3 7.31949178991935 1.50176518653304 2.25529867548262 0.954218151112702 5.09194092811127 4.65078827601906 SU55 ClassGen 0 2.55203558787755 3 1.5975091824079 NA NA NA NA NA NA NA 100_100
42 home gvNormUnres3 7.81638129137212 1.52082972450741 2.31292305094528 0.966331714764897 5.40766337635777 4.96651072426555 SU55 ClassGen 0 2.53718121988072 3 1.59285316959245 NA NA NA NA NA NA NA 100_100
43 home gvNormUnres3 8.2391817102226 1.50785634223024 2.27363074880395 0.958088457455956 5.67630979164495 5.23515713955274 SU55 ClassGen 0 2.53034154341232 3 1.59070473168729 NA NA NA NA NA NA NA 100_100
44 home gvNormUnres3 8.66655894551455 1.50618414075376 2.26859066585815 0.957025944477577 5.94786430558957 5.50671165349736 SU55 ClassGen 0 2.51969259450849 3 1.58735396005695 NA NA NA NA NA NA NA 100_100
45 home gvNormUnres3 9.1094816124913 1.49160814390293 2.22489485495754 0.947764389548516 6.22929635113071 5.78814369903849 SU55 ClassGen 0 2.50310975906652 3 1.58212191662543 NA NA NA NA NA NA NA 100_100
46 home gvNormUnres3 9.58764838390524 1.42539563643567 2.03175272036986 0.905693114343501 6.53312241970239 6.09196976761017 SU55 ClassGen 0 2.48356622142732 3 1.57593344447896 NA NA NA NA NA NA NA 100_100
47 home gvNormUnres3 10.0511306283637 1.51167539196987 2.28516249068727 0.960515072891074 6.82761797356571 6.3864653214735 SU55 ClassGen 0 2.47473000070041 3 1.57312745850437 NA NA NA NA NA NA NA 100_100
48 home gvNormUnres3 10.4865888147071 1.50210651530416 2.2563239833192 0.954435030630097 7.10430710525267 6.66315445316045 SU55 ClassGen 0 2.45489970552547 3 1.56681195601944 NA NA NA NA NA NA NA 100_100
49 home gvNormUnres3 10.933907416824 1.47140115465322 2.16502135791483 0.93492491497931 7.3885323178877 6.94737966579549 SU55 ClassGen 0 2.44337448706592 3 1.56312970897041 NA NA NA NA NA NA NA 100_100
50 home gvNormUnres3 11.3324432351251 1.41400718092138 1.99941630769723 0.898456915860326 7.64176106170314 7.20060840961093 SU55 ClassGen 0 2.43377653864105 3 1.56005658187165 NA NA NA NA NA NA NA 100_100
20 import gvNormUnres1 -0.10779435096912 1.51413573406791 2.29260702118137 1 0 -0.0711919998608827 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres1 1.32821212684631 1.36853843325222 1.87289744328844 0.903841315187427 0.948400097498142 0.877208097637259 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres1 1.11730213089101 1.44607461026203 2.09113177844448 0.955049522790781 0.809106115320821 0.737914115459938 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres1 1.42595485492513 1.42269752994586 2.02406826171405 0.939610299086996 1.0129535756835 0.941761575822614 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres1 1.78763925404795 1.44586050590253 2.09051260252871 0.954908119114292 1.2518254224968 1.18063342263592 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres1 2.02882860270795 1.43516792911114 2.05970698474917 0.947846284068198 1.41111718428094 1.33992518442006 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres1 2.28313158369118 1.40729088966829 1.98046764814336 0.929435094889034 1.57906974973557 1.50787774987469 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres1 2.66551047086888 1.40953687006422 1.98679418807045 0.930918436405519 1.83160912158593 1.76041712172505 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres1 2.81996604079081 1.39297556769221 1.94038093218743 0.919980643974241 1.93361818619401 1.86242618633313 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres1 3.04015946926571 1.38213504270511 1.91029727627345 0.912821097611791 2.07904334426971 2.00785134440883 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres1 3.36279056842987 1.43648127317941 2.06347844819514 0.948713672664026 2.29212272143848 2.2209307215776 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres1 3.45473615134764 1.35430761846651 1.83414912543643 0.894442676435617 2.35284751700931 2.28165551714843 SU55 ClassGen 0 2.57913211662624 3 1.60596765740355 NA NA NA NA NA NA NA 100_100
32 import gvNormUnres1 3.51156873028634 1.36042540680395 1.8507572874777 0.898483125518083 2.39038218293125 2.31919018307037 SU55 ClassGen 0 2.58363795727502 3 1.60736988813248 NA NA NA NA NA NA NA 100_100
33 import gvNormUnres1 3.84425714706705 1.41930631610047 2.0144304189227 0.937370596417624 2.61010384281632 2.53891184295544 SU55 ClassGen 0 2.58019178862459 3 1.60629754050257 NA NA NA NA NA NA NA 100_100
34 import gvNormUnres1 4.11325811174464 1.43921625414483 2.07134342619466 0.950519971071678 2.78776358535135 2.71657158549047 SU55 ClassGen 0 2.56852581224471 3 1.60266210170601 NA NA NA NA NA NA NA 100_100
35 import gvNormUnres1 4.35442031837449 1.45067478231856 2.104457324055 0.958087673171245 2.94703742137789 2.875845421517 SU55 ClassGen 0 2.56304769026433 3 1.60095211991625 NA NA NA NA NA NA NA 100_100
36 import gvNormUnres1 4.67018897634377 1.45262466794983 2.11011842593635 0.959375461040849 3.15558454886753 3.08439254900664 SU55 ClassGen 0 2.5585060931064 3 1.59953308596803 NA NA NA NA NA NA NA 100_100
37 import gvNormUnres1 4.95730516822367 1.41693849725746 2.00771470501022 0.935806787579525 3.3452083622548 3.27401636239392 SU55 ClassGen 0 2.54639083956149 3 1.59574147015157 NA NA NA NA NA NA NA 100_100
38 import gvNormUnres1 5.16797960026754 1.41366866160608 1.99845908480714 0.933647248260953 3.48434676794969 3.4131547680888 SU55 ClassGen 0 2.54142946560655 3 1.59418614521848 NA NA NA NA NA NA NA 100_100
39 import gvNormUnres1 5.42484421967076 1.41301317316861 1.99660622754801 0.933214335660894 3.65399114898092 3.58279914912004 SU55 ClassGen 0 2.53574639718219 3 1.59240271199913 NA NA NA NA NA NA NA 100_100
40 import gvNormUnres1 5.66691696476782 1.4111471157999 1.99133618243038 0.931981911561311 3.81386634355592 3.74267434369504 SU55 ClassGen 0 2.52669558913183 3 1.58955830001036 NA NA NA NA NA NA NA 100_100
41 import gvNormUnres1 5.87274361811112 1.39907871903289 1.9574212620507 0.924011426158003 3.94980306885222 3.87861106899134 SU55 ClassGen 0 2.51897909746607 3 1.58712919999163 NA NA NA NA NA NA NA 100_100
42 import gvNormUnres1 6.19871322023605 1.37656021463033 1.89491802450311 0.90913924270979 4.16508733616765 4.09389533630677 SU55 ClassGen 0 2.50885974867747 3 1.58393805077013 NA NA NA NA NA NA NA 100_100
43 import gvNormUnres1 6.41083864235196 1.39560327721706 1.94770850737901 0.921716095734432 4.30518403776653 4.23399203790564 SU55 ClassGen 0 2.50262876083265 3 1.58196989883899 NA NA NA NA NA NA NA 100_100
44 import gvNormUnres1 6.65265453545652 1.40403004226342 1.97130035957823 0.927281491792895 4.46488959629984 4.39369759643895 SU55 ClassGen 0 2.49174046830783 3 1.57852477595628 NA NA NA NA NA NA NA 100_100
45 import gvNormUnres1 6.94165180081144 1.42481284645933 2.03009164743555 0.941007344586869 4.65575575106556 4.58456375120468 SU55 ClassGen 0 2.47967793983588 3 1.57469931727803 NA NA NA NA NA NA NA 100_100
46 import gvNormUnres1 7.24757950672698 1.3920542294103 1.93781497761911 0.919372152766238 4.85780349291076 4.78661149304988 SU55 ClassGen 0 2.46516708998081 3 1.57008505819934 NA NA NA NA NA NA NA 100_100
47 import gvNormUnres1 7.57533416664255 1.38054715953805 1.90591045970858 0.91177239165279 5.07426668873998 5.0030746888791 SU55 ClassGen 0 2.45888322099029 3 1.5680826575759 NA NA NA NA NA NA NA 100_100
48 import gvNormUnres1 7.88610404595767 1.35784810985271 1.84375148943057 0.896780968377703 5.27951240900326 5.20832040914237 SU55 ClassGen 0 2.44235009709614 3 1.56280200188512 NA NA NA NA NA NA NA 100_100
49 import gvNormUnres1 8.18889156201071 1.39285276657302 1.94003882935011 0.919899540862791 5.47948623515394 5.40829423529306 SU55 ClassGen 0 2.43299495080782 3 1.55980606192174 NA NA NA NA NA NA NA 100_100
50 import gvNormUnres1 8.44088548091705 1.35556323730539 1.83755169033386 0.895271940820985 5.64591379725191 5.57472179739102 SU55 ClassGen 0 2.4215053572499 3 1.55611868353603 NA NA NA NA NA NA NA 100_100
20 import gvNormUnres3 -0.713039603417292 1.6033645258664 2.57077780280678 1 0 -0.444714593540101 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres3 1.61352893211081 1.32901857208698 1.76629036495212 0.828893586359491 1.45105401672206 1.00633942318196 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres3 1.22594705412466 1.49079786532484 2.2224782752571 0.929793469466508 1.20932366050334 0.76460906696324 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres3 1.70458918164735 1.4202801441748 2.0171956879372 0.885812378446714 1.50784724625128 1.06313265271118 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres3 2.22219645054684 1.50293676780628 2.25881892802399 0.937364363224982 1.83067294218577 1.38595834864567 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres3 2.53879383841435 1.45653468345812 2.12149328411644 0.908423917306679 2.02813108895151 1.58341649541141 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres3 2.85174453812413 1.41972751831754 2.01562622626808 0.885467712060283 2.22331483828679 1.77860024474669 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres3 3.33476074566512 1.40537733633078 1.97508545747219 0.876517668726245 2.52456648739632 2.07985189385622 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres3 3.54607159234547 1.4095814948484 1.98691999061904 0.879139754003671 2.65635863027548 2.21164403673538 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres3 3.83991248623441 1.39319953134298 1.9410049341343 0.868922511922325 2.83962381367484 2.39490922013474 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres3 4.30371195957703 1.42877230887963 2.04139031062122 0.891108843827994 3.12889020685016 2.68417561331005 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres3 4.50695238732894 1.36776799196972 1.87078927985688 0.853061153533149 3.25564892233445 2.81093432879435 SU55 ClassGen 0 2.59590535612533 3 1.61118135420111 NA NA NA NA NA NA NA 100_100
32 import gvNormUnres3 4.62470975583358 1.3724199071986 1.88353640167502 0.855962499517693 3.32909283767928 2.88437824413918 SU55 ClassGen 0 2.60037286131553 3 1.61256716490059 NA NA NA NA NA NA NA 100_100
33 import gvNormUnres3 5.03028238296662 1.46256962177371 2.13910989853528 0.912187838871754 3.58204381706676 3.13732922352666 SU55 ClassGen 0 2.59844135647296 3 1.61196816236331 NA NA NA NA NA NA NA 100_100
34 import gvNormUnres3 5.35274494579089 1.48162147375811 2.19520219150116 0.924070259666934 3.78316000594466 3.33844541240456 SU55 ClassGen 0 2.58746466458259 3 1.60855981069483 NA NA NA NA NA NA NA 100_100
35 import gvNormUnres3 5.66222593347473 1.49447091182294 2.23344330628489 0.932084306290475 3.97617973582587 3.53146514228577 SU55 ClassGen 0 2.58166584253121 3 1.60675631087331 NA NA NA NA NA NA NA 100_100
36 import gvNormUnres3 6.09860411496061 1.48465834974162 2.20421041545751 0.925964324263297 4.24834378489018 3.80362919135008 SU55 ClassGen 0 2.57680612683973 3 1.60524332325032 NA NA NA NA NA NA NA 100_100
37 import gvNormUnres3 6.52083159642771 1.43248385778491 2.05201000281435 0.893423694160162 4.51168220522784 4.06696761168774 SU55 ClassGen 0 2.56566280177569 3 1.60176864801871 NA NA NA NA NA NA NA 100_100
38 import gvNormUnres3 6.82231096604068 1.4163741128684 2.00611562760374 0.883376231679468 4.69971141801715 4.25499682447705 SU55 ClassGen 0 2.56009399957217 3 1.60002937459666 NA NA NA NA NA NA NA 100_100
39 import gvNormUnres3 7.21030370132256 1.44936905427552 2.10067065549152 0.903954796862141 4.94169802120224 4.49698342766214 SU55 ClassGen 0 2.55382474799291 3 1.59806906859275 NA NA NA NA NA NA NA 100_100
40 import gvNormUnres3 7.5871525748995 1.46473973514844 2.14546249172272 0.913541313605494 5.17673432610821 4.73201973256811 SU55 ClassGen 0 2.54492251093586 3 1.59528132658032 NA NA NA NA NA NA NA 100_100
41 import gvNormUnres3 7.94076067121187 1.42977618142026 2.04425992895671 0.891734947576981 5.39727562573643 4.95256103219633 SU55 ClassGen 0 2.53843174123132 3 1.59324566254904 NA NA NA NA NA NA NA 100_100
42 import gvNormUnres3 8.36446412723318 1.42723173031435 2.03699041201608 0.890148002708942 5.66153459441503 5.21682000087493 SU55 ClassGen 0 2.52674881130174 3 1.5895750411043 NA NA NA NA NA NA NA 100_100
43 import gvNormUnres3 8.73041805071604 1.41392587872309 1.99918639052286 0.881849296222302 5.88977584434858 5.44506125080848 SU55 ClassGen 0 2.5215738075962 3 1.58794641206692 NA NA NA NA NA NA NA 100_100
44 import gvNormUnres3 9.08743199361118 1.42617005585719 2.0339610282237 0.889485848569925 6.11244133128907 5.66772673774897 SU55 ClassGen 0 2.51054511502582 3 1.58446997921255 NA NA NA NA NA NA NA 100_100
45 import gvNormUnres3 9.47304122863714 1.43746606029022 2.06630867448629 0.896531036517394 6.35294137279871 5.90822677925861 SU55 ClassGen 0 2.49887931285093 3 1.58078439796543 NA NA NA NA NA NA NA 100_100
46 import gvNormUnres3 9.91046433911156 1.43037414158276 2.04597018490862 0.892107888447788 6.62575713204601 6.18104253850591 SU55 ClassGen 0 2.48451817874598 3 1.57623544521305 NA NA NA NA NA NA NA 100_100
47 import gvNormUnres3 10.3246337078264 1.41963405656531 2.01536085456009 0.885409421041168 6.88406980020925 6.43935520666915 SU55 ClassGen 0 2.47709983527564 3 1.57388050222234 NA NA NA NA NA NA NA 100_100
48 import gvNormUnres3 10.7444395272266 1.42400273397725 2.02778378637469 0.88813411485936 7.14589785778922 6.70118326424912 SU55 ClassGen 0 2.46096283473671 3 1.56874562461118 NA NA NA NA NA NA NA 100_100
49 import gvNormUnres3 11.1452576336096 1.40553429469052 1.97552665355118 0.87661556184862 7.39588349730957 6.95116890376947 SU55 ClassGen 0 2.45102084466625 3 1.56557364715501 NA NA NA NA NA NA NA 100_100
50 import gvNormUnres3 11.5566716735197 1.38344617146764 1.91392330934847 0.862839453629596 7.6524776986112 7.2077631050711 SU55 ClassGen 0 2.4380466804642 3 1.56142456765103 NA NA NA NA NA NA NA 100_100
20 home gvNormUnres1 -0.11395351400162 1.4819881799688 2.19628896556725 1 0 -0.0768923231250192 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
21 home gvNormUnres1 0.971584159721632 1.44508533135079 2.08827161488522 0.975099093827597 0.732487403338199 0.65559508021318 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
22 home gvNormUnres1 0.9342310007336 1.45746159010576 2.12419428663361 0.983450212225336 0.707282641591166 0.630390318466147 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
23 home gvNormUnres1 0.937964636056076 1.43346535459418 2.05482292282182 0.967258291239782 0.709801983764702 0.632909660639683 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
24 home gvNormUnres1 1.33023429733605 1.43815054309507 2.06827698460465 0.970419712204011 0.974493474953407 0.897601151828387 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
25 home gvNormUnres1 1.42246203425873 1.45958421266944 2.13038607387387 0.984882492585175 1.03672591254587 0.959833589420849 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
26 home gvNormUnres1 1.74754035734222 1.40725994689763 1.98038055814231 0.949575688874422 1.25607875724287 1.17918643411785 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
27 home gvNormUnres1 1.89144890840111 1.3980391572669 1.95451348525155 0.943353783898824 1.35318381719141 1.27629149406639 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
28 home gvNormUnres1 2.26589547890597 1.35115422593213 1.82561774225425 0.911717275613205 1.60584883541898 1.52895651229396 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
29 home gvNormUnres1 2.2285987054813 1.39649966397762 1.95021131148961 0.942314981221387 1.58068212091424 1.50378979778922 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
30 home gvNormUnres1 2.43117658473081 1.35892848471109 1.84668662655917 0.916963106102298 1.71737543735741 1.64048311423239 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
31 home gvNormUnres1 2.83668389243218 1.383163387658 1.91314095695755 0.933316072525704 1.99099928482284 1.91410696169783 SU55 ClassGen 0 2.60138211152076 3 1.6128800673084 NA NA NA NA NA NA NA 50_50
32 home gvNormUnres1 3.03396801262725 1.37813446300753 1.89925459812904 0.929922708989849 2.12412053562744 2.04722821250242 SU55 ClassGen 0 2.59299625814842 3 1.61027831698387 NA NA NA NA NA NA NA 50_50
33 home gvNormUnres1 3.18991282151306 1.39236253306043 1.93867342347047 0.939523372642381 2.22934729181458 2.15245496868956 SU55 ClassGen 0 2.59618588939024 3 1.61126841010126 NA NA NA NA NA NA NA 50_50
34 home gvNormUnres1 3.53225274696384 1.36750161657222 1.87006067132764 0.922747991553488 2.46034773438086 2.38345541125584 SU55 ClassGen 0 2.59402632099624 3 1.61059812523057 NA NA NA NA NA NA NA 50_50
35 home gvNormUnres1 3.77605931962877 1.41814831209493 2.0111446350977 0.956922822505091 2.62486090389215 2.54796858076713 SU55 ClassGen 0 2.58522922699386 3 1.60786480370517 NA NA NA NA NA NA NA 50_50
36 home gvNormUnres1 3.97595914493405 1.41647747624047 2.00640844069657 0.955795393908126 2.75974715197915 2.68285482885413 SU55 ClassGen 0 2.58954821300464 3 1.6092073244317 NA NA NA NA NA NA NA 50_50
37 home gvNormUnres1 4.13960337522044 1.48198728315319 2.19628630742777 0.999999394856432 2.87016924069637 2.79327691757135 SU55 ClassGen 0 2.59928009300718 3 1.61222830052297 NA NA NA NA NA NA NA 50_50
38 home gvNormUnres1 4.34006199344347 1.49210604692808 2.22638045527934 1.00682722513987 3.00543254504152 2.9285402219165 SU55 ClassGen 0 2.58739044870981 3 1.60853674148582 NA NA NA NA NA NA NA 50_50
39 home gvNormUnres1 4.57729420535749 1.58421438277432 2.50973521058903 1.06897909456179 3.1655095383135 3.08861721518848 SU55 ClassGen 0 2.58538718087664 3 1.60791392209802 NA NA NA NA NA NA NA 50_50
40 home gvNormUnres1 4.80292108661542 1.57196765249542 2.47108230049196 1.06071537799209 3.31775561173541 3.24086328861039 SU55 ClassGen 0 2.58354275795903 3 1.60734027447801 NA NA NA NA NA NA NA 50_50
41 home gvNormUnres1 5.32373485703311 1.50169661247051 2.25509271590541 1.01329864351693 3.66918471046726 3.59229238734224 SU55 ClassGen 0 2.56583780286476 3 1.6018232745421 NA NA NA NA NA NA NA 50_50
42 home gvNormUnres1 5.60200209357082 1.55117898902588 2.40615625599534 1.04668782787359 3.8569508750689 3.78005855194388 SU55 ClassGen 0 2.56022480305933 3 1.60007024941386 NA NA NA NA NA NA NA 50_50
43 home gvNormUnres1 5.99757058565751 1.59596690091085 2.54711034880299 1.07690933199241 4.1238683157296 4.04697599260459 SU55 ClassGen 0 2.55301800589861 3 1.59781663713288 NA NA NA NA NA NA NA 50_50
44 home gvNormUnres1 6.37420642972337 1.48332467430659 2.20025208940676 1.00090182523441 4.37801058835811 4.30111826523309 SU55 ClassGen 0 2.52992733709145 3 1.59057453050508 NA NA NA NA NA NA NA 50_50
45 home gvNormUnres1 6.78500357409677 1.48904903607656 2.21726703184053 1.00476444832907 4.65520385475923 4.57831153163421 SU55 ClassGen 0 2.52164938668707 3 1.58797020963464 NA NA NA NA NA NA NA 50_50
46 home gvNormUnres1 7.1449329415445 1.4401353526993 2.07398983409433 0.971759000621457 4.89807311128414 4.82118078815913 SU55 ClassGen 0 2.50982860628083 3 1.58424385947392 NA NA NA NA NA NA NA 50_50
47 home gvNormUnres1 7.56879790029213 1.40554470369882 1.97555591409582 0.9484182955686 5.18408413652495 5.10719181339993 SU55 ClassGen 0 2.49765217470405 3 1.58039620814024 NA NA NA NA NA NA NA 50_50
48 home gvNormUnres1 7.90582315553404 1.41419599366737 1.99995030850485 0.954255919704531 5.4114984032494 5.33460608012438 SU55 ClassGen 0 2.48129366800429 3 1.57521226125379 NA NA NA NA NA NA NA 50_50
49 home gvNormUnres1 8.31694513109877 1.38909722227561 1.92959109293382 0.93732004144922 5.68891085573832 5.6120185326133 SU55 ClassGen 0 2.47045383046212 3 1.57176774062268 NA NA NA NA NA NA NA 50_50
50 home gvNormUnres1 8.62005796525391 1.38323073899872 1.91332727731095 0.933361519136975 5.89344206472645 5.81654974160143 SU55 ClassGen 0 2.45800845799462 3 1.56780370518589 NA NA NA NA NA NA NA 50_50
20 home gvNormUnres3 -0.694293746232211 1.57381745964678 2.47690139628905 1 0 -0.441152652092215 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
21 home gvNormUnres3 0.335547384822546 1.468141623312 2.15543982610118 0.932853816249754 0.654358689911782 0.213206037819567 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
22 home gvNormUnres3 0.325295416653484 1.54224305266247 2.37851363348566 0.979937694304525 0.647844612878119 0.206691960785904 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
23 home gvNormUnres3 0.400638088819062 1.52778758467452 2.33413490388561 0.970752723138176 0.695717173767415 0.254564521675201 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
24 home gvNormUnres3 0.645433206062315 1.50773778466836 2.27327322731666 0.958013126253377 0.85125942915591 0.410106777063696 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
25 home gvNormUnres3 0.798814833077153 1.4916753654302 2.22509539583134 0.94780710195259 0.948717762760407 0.507565110668192 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
26 home gvNormUnres3 1.03317921709899 1.47686004210231 2.18111558395844 0.938393479529556 1.09763235421146 0.656479702119249 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
27 home gvNormUnres3 1.17104175618346 1.45603308365185 2.12003234068871 0.925160077953787 1.18522989498052 0.744077242888309 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
28 home gvNormUnres3 1.39259013833873 1.45811756008135 2.12610681901759 0.926484549490639 1.32600122827415 0.884848576181936 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
29 home gvNormUnres3 1.29042046114736 1.43357990303573 2.05515133838792 0.91089337854815 1.26108284999266 0.819930197900444 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
30 home gvNormUnres3 1.56051257959072 1.40715436046075 1.9800833941637 0.894102649475349 1.43269876185576 0.991546109763548 SU55 ClassGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
31 home gvNormUnres3 2.55506934015979 1.64993870391121 2.72229772666421 1.04836726381312 2.06463784378226 1.62348519169004 SU55 ClassGen 0 2.60685994249574 3 1.61457732626708 NA NA NA NA NA NA NA 50_50
32 home gvNormUnres3 2.69906714232265 1.59515297887741 2.54451302602146 1.01355653992771 2.1561337166233 1.71498106453109 SU55 ClassGen 0 2.598675642162 3 1.61204083141898 NA NA NA NA NA NA NA 50_50
33 home gvNormUnres3 2.89207518622395 1.62953849685214 2.65539571272313 1.03540501909152 2.27877058452577 1.83761793243355 SU55 ClassGen 0 2.60330193873823 3 1.61347511252521 NA NA NA NA NA NA NA 50_50
34 home gvNormUnres3 3.29002465758132 1.71506922587574 2.94146244954601 1.0897510479142 2.53162676483952 2.0904741127473 SU55 ClassGen 0 2.60181168648063 3 1.6130132319608 NA NA NA NA NA NA NA 50_50
35 home gvNormUnres3 3.66557500304091 1.79333633755271 3.21605521958698 1.13948179095382 2.77025059199154 2.32909793989933 SU55 ClassGen 0 2.59433298901349 3 1.61069332556309 NA NA NA NA NA NA NA 50_50
36 home gvNormUnres3 3.9651001049754 1.91833882584358 3.68002385073891 1.21890808497837 2.96056815397978 2.51941550188756 SU55 ClassGen 0 2.59999877573085 3 1.61245117002992 NA NA NA NA NA NA NA 50_50
